ticker_symbol,date,open_price,close_price,high,low,volume
AAPL,2024-04-10,292.04,298.91,303.45000000000005,291.49,2407199
AAPL,2024-04-11,353.96,350.4,356.85999999999996,346.22999999999996,5538758
AAPL,2024-04-12,265.17,272.79,275.40000000000003,262.2,7842532
AAPL,2024-04-13,332.52,330.81,335.0,330.05,8531298
AAPL,2024-04-14,261.8,266.36,266.95,256.83,6333234
AAPL,2024-04-15,408.28,400.53,410.34,398.78,1220094
AAPL,2024-04-16,264.54,258.71,266.17,254.92999999999998,5452061
AAPL,2024-04-17,358.11,362.65,363.96,357.74,3060221
AAPL,2024-04-18,337.77,329.6,340.5,326.45000000000005,1215280
AAPL,2024-04-19,240.56,234.1,242.25,230.63,2799881
AAPL,2024-04-20,447.22,440.39,449.68,440.14,9649338
AAPL,2024-04-21,195.69,191.8,197.54,191.4,4223857
AAPL,2024-04-22,195.98,191.78,198.14999999999998,187.38,5127431
AAPL,2024-04-23,376.33,376.6,380.79,371.9,5647633
AAPL,2024-04-24,445.79,450.26,452.76,443.19,4273118
AAPL,2024-04-25,466.57,456.57,470.45,452.84999999999997,7352149
AAPL,2024-04-26,212.69,222.13,225.91,211.96,9425171
AAPL,2024-04-27,472.3,466.21,473.23,462.37,5799323
AAPL,2024-04-28,190.83,194.1,194.73999999999998,190.72,6437988
AAPL,2024-04-29,246.98,243.77,247.11999999999998,242.76000000000002,5212955
AAPL,2024-04-30,117.62,108.1,122.29,107.77,5487131
AAPL,2024-05-01,419.25,412.28,419.75,407.90999999999997,8015996
AAPL,2024-05-02,415.8,419.28,423.07,415.1,9962107
AAPL,2024-05-03,372.34,370.55,375.38,369.74,4497660
AAPL,2024-05-04,105.97,113.05,113.05,102.52,7875343
AAPL,2024-05-05,295.13,291.25,298.96999999999997,286.32,8919443
AAPL,2024-05-06,403.68,404.68,407.99,401.52,6186813
AAPL,2024-05-07,207.64,210.43,213.05,202.67999999999998,6331790
AAPL,2024-05-08,422.21,412.84,423.98999999999995,412.76,6534483
AAPL,2024-05-09,188.84,181.61,192.77,181.53,3372331
AAPL,2024-05-10,447.03,446.85,447.88,443.29,7884082
AAPL,2024-05-11,185.64,188.89,191.04,185.29,5940788
AAPL,2024-05-12,294.43,304.2,306.96999999999997,290.16,6551078
AAPL,2024-05-13,163.35,156.18,164.44,151.81,9441359
AAPL,2024-05-14,170.43,170.88,172.31,166.92000000000002,2905721
AAPL,2024-05-15,126.87,125.67,129.8,124.02,2334619
AAPL,2024-05-16,465.52,459.4,469.31,455.46,1757452
AAPL,2024-05-17,327.42,328.23,329.99,325.46000000000004,1394283
AAPL,2024-05-18,214.71,207.99,217.92000000000002,203.39000000000001,9529440
AAPL,2024-05-19,240.93,235.44,243.34,231.43,5622766
AAPL,2024-05-20,281.58,285.5,288.6,280.90999999999997,3238449
AAPL,2024-05-21,174.61,180.41,185.02,174.19000000000003,4869117
AAPL,2024-05-22,223.73,222.29,227.42999999999998,222.20999999999998,6725924
AAPL,2024-05-23,413.23,410.72,417.61,405.90000000000003,3539044
AAPL,2024-05-24,312.83,319.34,323.09999999999997,311.58,8498768
AAPL,2024-05-25,441.6,446.6,447.52000000000004,437.72,5148153
AAPL,2024-05-26,329.49,333.86,338.35,327.66,2802301
AAPL,2024-05-27,240.63,249.69,251.44,235.64,4799388
AAPL,2024-05-28,435.67,442.38,446.21,435.52000000000004,2218146
AAPL,2024-05-29,499.13,498.92,500.71,495.01,7275759
AAPL,2024-05-30,420.07,429.36,432.57,417.15999999999997,4594590
AAPL,2024-05-31,404.9,403.33,407.54999999999995,402.45,6449412
AAPL,2024-06-01,393.38,392.13,396.75,390.95,2400234
AAPL,2024-06-02,167.24,176.3,177.53,166.42000000000002,4144188
AAPL,2024-06-03,468.51,460.64,468.59,459.90999999999997,3564514
AAPL,2024-06-04,475.9,466.63,479.98999999999995,466.13,5508544
AAPL,2024-06-05,423.81,426.42,430.14000000000004,423.18,6767587
AAPL,2024-06-06,397.58,398.1,400.26000000000005,393.15999999999997,2983887
AAPL,2024-06-07,302.73,293.66,307.43,291.85,5469823
AAPL,2024-06-08,218.68,220.5,224.59,214.45000000000002,7424419
AAPL,2024-06-09,234.13,224.91,238.87,223.66,3181582
AAPL,2024-06-10,402.97,405.63,409.09,401.06,1202034
AAPL,2024-06-11,202.08,195.42,203.79000000000002,193.38,3957868
AAPL,2024-06-12,211.61,204.45,212.52,200.0,4614043
AAPL,2024-06-13,327.28,330.86,332.31,325.78,4150643
AAPL,2024-06-14,140.91,139.07,145.03,138.9,5962957
AAPL,2024-06-15,155.86,155.61,160.59,154.02,8116916
AAPL,2024-06-16,314.85,305.19,317.27000000000004,301.25,9807788
AAPL,2024-06-17,259.96,252.0,263.2,250.16,5966689
AAPL,2024-06-18,326.16,332.59,332.96999999999997,323.29,3389615
AAPL,2024-06-19,194.45,191.4,194.51999999999998,189.34,2866534
AAPL,2024-06-20,389.26,389.66,394.17,388.12,5592045
AAPL,2024-06-21,251.94,248.34,252.71,246.86,4627758
AAPL,2024-06-22,419.18,421.19,423.8,416.45,8354848
AAPL,2024-06-23,433.45,424.42,434.69,420.76,2370004
AAPL,2024-06-24,323.8,332.98,335.15000000000003,322.61,4741938
AAPL,2024-06-25,225.06,225.21,228.63,220.91,7957046
AAPL,2024-06-26,335.93,333.87,337.27,329.41,9036079
AAPL,2024-06-27,383.29,382.84,384.19,380.54999999999995,6027151
AAPL,2024-06-28,442.39,444.79,447.91,439.74,4305795
AAPL,2024-06-29,300.2,300.67,301.28000000000003,296.42,1622359
AAPL,2024-06-30,222.16,216.55,222.22,211.86,6272719
AAPL,2024-07-01,256.51,255.65,261.07,251.13,2658138
AAPL,2024-07-02,439.8,438.39,441.31,434.0,2665773
AAPL,2024-07-03,406.35,401.72,408.25,396.76000000000005,5200194
AAPL,2024-07-04,181.44,172.07,183.4,169.66,4416378
AAPL,2024-07-05,282.61,286.35,289.73,279.13,3293039
AAPL,2024-07-06,201.46,210.56,213.59,199.53,5511697
AAPL,2024-07-07,355.05,352.2,355.1,347.46,4050085
AAPL,2024-07-08,360.65,351.63,364.91999999999996,347.88,3035972
AAPL,2024-07-09,224.03,221.82,226.23,217.91,1237562
AAPL,2024-07-10,384.87,384.13,385.3,382.11,1380051
AAPL,2024-07-11,440.48,447.48,451.45000000000005,439.94,5422243
AAPL,2024-07-12,158.98,158.17,162.54999999999998,157.22,2907581
AAPL,2024-07-13,458.58,462.9,463.89,457.68,7088971
AAPL,2024-07-14,205.95,209.24,212.41,201.67999999999998,5496205
AAPL,2024-07-15,215.6,208.33,219.28,204.97,4229882
AAPL,2024-07-16,217.58,211.64,221.31,208.55999999999997,3440254
AAPL,2024-07-17,215.87,219.15,222.5,213.38,7555956
AAPL,2024-07-18,202.08,197.08,203.81,195.16000000000003,1771630
AAPL,2024-07-19,464.81,459.19,469.2,457.45,3120842
AAPL,2024-07-20,439.29,437.95,443.74,433.17,5278321
AAPL,2024-07-21,143.88,144.63,144.67,139.89,6351908
AAPL,2024-07-22,150.11,143.52,154.06,141.09,2151360
AAPL,2024-07-23,290.99,282.7,291.97,278.67,3437767
AAPL,2024-07-24,427.86,436.84,438.52,425.87,9764740
AAPL,2024-07-25,106.93,97.4,111.85000000000001,94.71000000000001,3826108
AAPL,2024-07-26,284.2,289.96,293.78,283.09999999999997,2308165
AAPL,2024-07-27,106.43,108.95,112.53,106.17,3025742
AAPL,2024-07-28,228.3,222.66,231.29000000000002,220.88,8595135
AAPL,2024-07-29,480.6,470.77,482.26000000000005,468.59999999999997,1254114
AAPL,2024-07-30,317.47,310.41,319.13000000000005,309.8,9900605
AAPL,2024-07-31,108.19,117.24,118.83,104.74,9753049
AAPL,2024-08-01,490.66,490.16,493.14000000000004,490.12,9189497
AAPL,2024-08-02,427.25,433.33,434.57,426.47,1699673
AAPL,2024-08-03,167.56,166.8,169.19,162.96,7226377
AAPL,2024-08-04,422.92,428.3,429.19,419.19,9295407
AAPL,2024-08-05,100.99,104.17,107.51,97.77,8170178
AAPL,2024-08-06,433.08,423.67,434.09999999999997,422.18,8707063
AAPL,2024-08-07,178.28,182.02,186.98000000000002,177.07,7216476
AAPL,2024-08-08,406.3,400.67,406.7,399.58000000000004,5676637
AAPL,2024-08-09,332.82,342.36,346.64,332.36,8056642
AAPL,2024-08-10,221.83,224.88,229.35,218.11,7217500
AAPL,2024-08-11,270.73,270.91,272.86,267.16,5860756
AAPL,2024-08-12,245.55,245.83,250.20000000000002,242.60000000000002,7068415
AAPL,2024-08-13,343.52,341.48,345.09,339.58000000000004,2283060
AAPL,2024-08-14,475.41,483.04,483.49,474.61,4916490
AAPL,2024-08-15,141.82,133.5,145.98,131.65,2509226
AAPL,2024-08-16,404.92,403.86,408.33000000000004,403.76,8586469
AAPL,2024-08-17,238.05,229.75,241.02,226.75,1095598
AAPL,2024-08-18,122.8,131.52,132.33,121.67,4213779
AAPL,2024-08-19,128.77,126.34,132.41,124.86,9454048
AAPL,2024-08-20,338.19,330.03,339.84,328.84,5700607
AAPL,2024-08-21,101.97,108.88,109.13,101.63,9282787
AAPL,2024-08-22,303.07,302.08,306.65,297.2,7927120
AAPL,2024-08-23,475.47,467.82,477.26000000000005,466.65,9140484
AAPL,2024-08-24,179.07,185.89,190.73,177.06,2993133
AAPL,2024-08-25,275.24,275.76,277.96999999999997,271.58,1977225
AAPL,2024-08-26,338.42,339.47,343.94000000000005,337.06,4445496
AAPL,2024-08-27,194.9,199.25,202.24,191.21,1494040
AAPL,2024-08-28,101.85,106.45,110.66,98.8,5899190
AAPL,2024-08-29,207.52,214.09,215.92000000000002,202.71,8798898
AAPL,2024-08-30,183.44,184.4,185.74,180.21,3274192
AAPL,2024-08-31,267.85,271.4,272.22999999999996,263.04,5373403
AAPL,2024-09-01,190.31,193.78,194.66,188.62,9883355
AAPL,2024-09-02,181.3,182.41,184.41,180.62,1141488
AAPL,2024-09-03,440.15,443.69,445.09,436.95,1855148
AAPL,2024-09-04,260.63,270.37,271.05,259.23,2889782
AAPL,2024-09-05,479.38,483.17,487.05,479.31,1032606
AAPL,2024-09-06,218.02,218.56,221.03,217.51000000000002,7217149
AAPL,2024-09-07,494.0,492.37,497.17,488.75,8470882
AAPL,2024-09-08,407.27,416.79,417.12,405.57,1670218
AAPL,2024-09-09,459.43,462.06,465.76,458.2,5728282
AAPL,2024-09-10,436.27,442.2,444.5,434.18,8920852
AAPL,2024-09-11,454.17,457.35,458.84000000000003,450.23,3030936
AAPL,2024-09-12,150.88,145.05,155.39,140.98000000000002,8812494
AAPL,2024-09-13,473.59,482.86,484.68,468.60999999999996,2993212
AAPL,2024-09-14,120.8,122.21,126.88999999999999,116.14999999999999,8666932
AAPL,2024-09-15,281.57,291.14,294.65999999999997,276.7,3563631
AAPL,2024-09-16,405.66,406.43,410.36,402.08000000000004,1688379
AAPL,2024-09-17,128.04,129.83,131.98000000000002,123.66,2948906
AAPL,2024-09-18,456.32,456.7,461.11,452.18,6245695
AAPL,2024-09-19,217.82,225.91,228.57999999999998,216.95,2825929
AAPL,2024-09-20,130.26,138.16,140.57999999999998,127.97999999999999,4273422
AAPL,2024-09-21,124.19,117.37,125.14999999999999,116.47,1504411
AAPL,2024-09-22,245.38,240.02,249.71,239.05,2601599
AAPL,2024-09-23,242.52,240.82,242.81,237.51,9250714
AAPL,2024-09-24,237.53,230.16,242.42,226.04,1881682
AAPL,2024-09-25,362.55,366.15,369.97999999999996,358.65000000000003,6152170
AAPL,2024-09-26,213.45,214.44,217.29,210.95,3766274
AAPL,2024-09-27,225.11,228.24,230.54000000000002,224.29000000000002,8595004
AAPL,2024-09-28,402.63,411.58,415.19,399.26,5681848
AAPL,2024-09-29,292.21,285.47,295.22999999999996,281.28000000000003,7067462
AAPL,2024-09-30,400.59,408.87,412.43,400.53999999999996,4014059
AAPL,2024-10-01,114.73,105.17,115.26,104.45,4812632
AAPL,2024-10-02,435.99,430.14,439.68,429.34999999999997,6678494
AAPL,2024-10-03,299.37,289.81,302.88,289.72,1602610
AAPL,2024-10-04,139.45,131.46,139.86999999999998,126.97000000000001,7244123
AAPL,2024-10-05,147.88,140.79,152.62,138.01999999999998,3094405
AAPL,2024-10-06,326.49,323.57,330.26,318.78,3421988
AAPL,2024-10-07,210.72,206.35,211.58,204.82,7713364
AAPL,2024-10-08,384.78,393.41,397.3,380.76,7755613
AAPL,2024-10-09,184.73,190.26,191.09,183.70999999999998,4952980
AAPL,2024-10-10,432.29,436.78,439.7,428.82,7760287
AAPL,2024-10-11,293.09,298.87,301.55,288.53999999999996,8913056
AAPL,2024-10-12,393.47,398.45,402.11,389.20000000000005,2695680
AAPL,2024-10-13,269.95,276.14,278.25,265.53,4358483
AAPL,2024-10-14,341.08,339.94,345.84999999999997,337.03,5528276
AAPL,2024-10-15,376.02,367.4,376.82,365.40999999999997,2285125
AAPL,2024-10-16,218.37,219.73,219.82999999999998,215.14000000000001,7051066
AAPL,2024-10-17,104.53,108.83,110.78999999999999,103.64,1899371
AAPL,2024-10-18,236.06,231.84,239.8,228.56,8049396
AAPL,2024-10-19,115.4,105.65,119.99000000000001,105.47,1347831
AAPL,2024-10-20,358.3,359.7,362.37,355.35,2428123
AAPL,2024-10-21,312.55,302.57,316.05,299.18,1422170
AAPL,2024-10-22,483.33,480.69,483.39,476.49,4039357
AAPL,2024-10-23,323.9,325.48,325.76,321.34,8193551
AAPL,2024-10-24,363.11,365.34,366.90999999999997,361.03000000000003,4282357
AAPL,2024-10-25,341.02,349.17,350.16,338.01,5675996
AAPL,2024-10-26,271.41,265.65,276.35,264.72999999999996,9203867
AAPL,2024-10-27,231.61,223.1,233.49,218.4,2962000
AAPL,2024-10-28,142.86,149.16,153.75,138.88000000000002,1580266
AAPL,2024-10-29,399.65,394.93,402.53,393.78000000000003,7376302
AAPL,2024-10-30,241.69,234.84,245.32999999999998,233.33,7823160
AAPL,2024-10-31,384.8,380.88,384.92,380.85,6203627
AAPL,2024-11-01,465.89,460.57,469.36,458.92,7909778
AAPL,2024-11-02,451.55,457.41,461.98,449.53000000000003,7699786
AAPL,2024-11-03,439.76,441.21,445.54999999999995,438.56,5171635
AAPL,2024-11-04,222.68,224.49,227.77,218.81,5912331
AAPL,2024-11-05,340.4,344.12,348.3,339.89,7894860
AAPL,2024-11-06,176.72,167.93,177.8,167.15,4363349
AAPL,2024-11-07,244.72,241.96,245.07,241.92000000000002,9060183
AAPL,2024-11-08,481.57,485.29,486.03000000000003,476.89,9943739
AAPL,2024-11-09,407.64,408.98,412.71000000000004,405.5,9665767
AAPL,2024-11-10,211.15,220.22,222.07,208.22,6506384
AAPL,2024-11-11,364.63,373.58,375.83,360.02,8115884
AAPL,2024-11-12,373.87,370.15,374.41,369.48999999999995,8966946
AAPL,2024-11-13,175.55,168.85,178.3,166.98,2946987
AAPL,2024-11-14,306.28,296.71,306.96999999999997,296.51,5118745
AAPL,2024-11-15,129.52,136.26,139.17,126.87,1375421
AAPL,2024-11-16,462.52,466.16,468.18,461.78,8168164
AAPL,2024-11-17,136.69,133.69,139.06,132.22,5514323
AAPL,2024-11-18,374.16,373.82,377.83000000000004,371.58,9368632
AAPL,2024-11-19,225.93,219.69,226.33,216.93,7452811
AAPL,2024-11-20,330.68,334.14,335.56,328.99,6660293
AAPL,2024-11-21,377.14,372.42,381.86,368.66,9888366
AAPL,2024-11-22,198.68,199.78,203.21,195.81,2812542
AAPL,2024-11-23,420.75,417.59,422.75,416.84,1853321
AAPL,2024-11-24,145.68,142.96,150.33,139.16,1369333
AAPL,2024-11-25,383.58,383.12,388.24,380.51,6765544
AAPL,2024-11-26,148.42,152.42,157.11999999999998,146.78,9905272
AAPL,2024-11-27,350.11,349.87,353.15000000000003,347.4,1351126
AAPL,2024-11-28,436.52,443.95,448.78,432.39,6812817
AAPL,2024-11-29,142.77,136.15,144.14000000000001,133.48000000000002,3549292
AAPL,2024-11-30,150.32,149.18,154.32999999999998,148.23000000000002,8832453
AAPL,2024-12-01,288.75,289.69,294.3,284.73,1136017
AAPL,2024-12-02,473.31,479.16,481.08000000000004,473.13,2566450
AAPL,2024-12-03,104.14,100.58,106.15,95.69,5947821
AAPL,2024-12-04,380.24,376.22,380.73,373.37,8839910
AAPL,2024-12-05,155.95,155.9,157.45,153.93,4907882
AAPL,2024-12-06,204.82,196.56,207.66,191.97,8300221
AAPL,2024-12-07,242.09,232.35,246.29,228.14,6711718
AAPL,2024-12-08,447.99,456.14,460.76,444.57,8184452
AAPL,2024-12-09,234.91,243.21,243.39000000000001,230.91,9554647
AAPL,2024-12-10,395.58,401.75,406.17,395.51,8035062
AAPL,2024-12-11,152.92,148.76,153.89999999999998,144.48,8615211
AAPL,2024-12-12,477.93,480.88,482.87,477.13,5796724
AAPL,2024-12-13,469.53,460.5,471.65999999999997,460.3,8872568
